wordform,sum_freq,norm_freq,log_freq,sqrt_freq_raw,sqrt_freq,Moby_pron,Rep_P,Rep_O
amp,358,0.7955555559999999,0.05354925683522798,18.920887928424502,4.784537420412247e-05,/&/mp,_/_/_/@/m/p/_/,_/_/_/a/m/p/_/_/
an,1495549,3323.4422219999997,0.7418815077352408,1000.0,0.002528706601144508,/A/n,_/_/_/a/n/_/_/,_/_/_/a/n/_/_/_/
and,12368293,27485.09556,0.9351388003956438,1000.0,0.002528706601144508,/&/nd,_/_/_/@/n/d/_/,_/_/_/a/n/d/_/_/
ankh,38,0.08444444400000001,0.05,6.164414002968976,1.558799438149529e-05,/&/N/k,_/_/_/@/G/k/_/,_/_/_/a/n/k/h/_/
ant,1860,4.133333333,0.14965199055058356,43.12771730569565,0.0001090573434432068,/&/nt,_/_/_/@/n/t/_/,_/_/_/a/n/t/_/_/
ape,1690,3.755555556,0.14265849193645547,41.10960958218893,0.00010395414112095466,/eI/p,_/_/_/e/p/_/_/,_/_/_/a/p/e/_/_/
apse,78,0.173333333,0.05,8.831760866327848,2.2332932002412965e-05,/&/ps,_/_/_/@/p/s/_/,_/_/_/a/p/s/e/_/
apt,2948,6.551111111,0.1849608274059073,54.29548784199291,0.00013729735851840882,/&/pt,_/_/_/@/p/t/_/,_/_/_/a/p/t/_/_/
arc,3607,8.015555556,0.20117769579336653,60.05830500438719,0.00015186983231814413,/A/rk,_/_/_/a/r/k/_/,_/_/_/a/r/c/_/_/
arch,3373,7.495555556,0.19574254592890292,58.077534382926416,0.00014686104457230315,/A/r/tS/,_/_/_/a/r/C/_/,_/_/_/a/r/c/h/_/
are,2104334,4676.297778,0.7731172196252094,1000.0,0.002528706601144508,/A/r,_/_/_/a/r/_/_/,_/_/_/a/r/e/_/_/
ark,1139,2.531111111,0.11542242511153114,33.74907406137241,8.53415063615073e-05,/A/rk,_/_/_/a/r/k/_/,_/_/_/a/r/k/_/_/
arm,41801,92.89111111,0.41555095958635885,204.45292856792244,0.000517001470093032,/A/rm,_/_/_/a/r/m/_/,_/_/_/a/r/m/_/_/
armed,19605,43.56666667,0.34737871233163814,140.017856004154,0.00035406407675580534,/A/rmd,_/_/_/a/r/m/d/,_/_/_/a/r/m/e/d/
arse,187,0.415555556,0.05,13.674794331177344,3.4579542694541644e-05,/A/rs,_/_/_/a/r/s/_/,_/_/_/a/r/s/e/_/
art,94867,210.81555559999998,0.4899837893930575,308.00487009136725,0.0007788539481846969,/A/rt,_/_/_/a/r/t/_/,_/_/_/a/r/t/_/_/
as,2747992,6106.648889,0.7975281746582603,1000.0,0.002528706601144508,/&/z,_/_/_/@/z/_/_/,_/_/_/a/s/_/_/_/
ash,3367,7.482222222000001,0.19559884744661077,58.02585630561603,0.00014673036587707392,/&/S/,_/_/_/@/S/_/_/,_/_/_/a/s/h/_/_/
ask,104982,233.2933333,0.49921108862130564,324.00925912695766,0.0008193243523862792,/&/sk,_/_/_/@/s/k/_/,_/_/_/a/s/k/_/_/
ass,7336,16.30222222,0.26081721696287524,85.65045242145543,0.00021658486442914792,/&/s,_/_/_/@/s/_/_/,_/_/_/a/s/s/_/_/
at,2275149,5055.886667,0.7802560716532067,1000.0,0.002528706601144508,/@/t,_/_/_/@/t/_/_/,_/_/_/a/t/_/_/_/
ate,11514,25.58666667,0.3001181691104806,107.30330842988953,0.00027133858435130675,/eI/t,_/_/_/e/t/_/_/,_/_/_/a/t/e/_/_/
aunt,14066,31.25777778,0.31780731630851017,118.6001686339442,0.0002999050293215065,/&/nt,_/_/_/a/n/t/_/,_/_/_/a/u/n/t/_/
aw,1474,3.275555556,0.13292421550422273,38.39270764090493,9.708389324736748e-05,/O/,_/_/_/a/_/_/_/,_/_/_/a/w/_/_/_/
awe,3173,7.051111111,0.19082661674722567,56.32938842203065,0.0001424404963412219,/O/,_/_/_/a/_/_/_/,_/_/_/a/w/e/_/_/
awed,805,1.788888889,0.09383406198911354,28.372521918222215,7.174578346572575e-05,/O/d,_/_/_/a/d/_/_/,_/_/_/a/w/e/d/_/
awl,94,0.208888889,0.05,9.695359714832659,2.4516720111367875e-05,/O/l,_/_/_/a/l/_/_/,_/_/_/a/w/l/_/_/
ax,1438,3.1955555560000004,0.1311961639348372,37.92097045171708,9.589100830306281e-05,/&/ks,_/_/_/@/k/s/_/,_/_/_/a/x/_/_/_/
axe,1520,3.377777778,0.13508582014880652,38.98717737923585,9.858713279886553e-05,/&/ks,_/_/_/@/k/s/_/,_/_/_/a/x/e/_/_/
ay,481,1.0688888890000001,0.06651285343277222,21.93171219946131,5.545886541317934e-05,/eI/,_/_/_/e/_/_/_/,_/_/_/a/y/_/_/_/
aye,2031,4.513333333,0.15618553180564676,45.066617356974994,0.00011396025280183632,/eI/,_/_/_/e/_/_/_/,_/_/_/a/y/e/_/_/
babe,3260,7.244444444,0.19299757825607566,57.09640969448079,0.00014438006809608484,b/eI/b,_/_/b/e/b/_/_/,_/_/b/a/b/e/_/_/
back,569485,1265.522222,0.653593091936552,754.6422993710331,0.0019082689639224012,b/&/k,_/_/b/@/k/_/_/,_/_/b/a/c/k/_/_/
backed,10033,22.29555556,0.28802828075474035,100.16486409914407,0.0002532875530502481,b/&/kt,_/_/b/@/k/t/_/,_/_/b/a/c/k/e/d/
bad,99460,221.02222220000002,0.49428936169007,315.37279527568637,0.0007974852692350235,b/&/d,_/_/b/@/d/_/_/,_/_/b/a/d/_/_/_/
bade,316,0.7022222220000001,0.05,17.776388834631177,4.495127179064338e-05,b/&/d,_/_/b/e/d/_/_/,_/_/b/a/d/e/_/_/
badge,2530,5.622222222,0.17295177058103425,50.299105359837164,0.00012719167975508333,b/&/dZ/,_/_/b/@/J/_/_/,_/_/b/a/d/g/e/_/
bag,31866,70.81333333,0.391026174990163,178.51050389262812,0.00045140068956692106,b/&/g,_/_/b/@/g/_/_/,_/_/b/a/g/_/_/_/
bah,496,1.102222222,0.06797513298141443,22.271057451320086,5.631696999162168e-05,b/A/,_/_/b/a/_/_/_/,_/_/b/a/h/_/_/_/
baht,129,0.286666667,0.05,11.357816691600547,2.8720586042639577e-05,b/A/t,_/_/b/a/t/_/_/,_/_/b/a/h/t/_/_/
bail,3442,7.648888889,0.1973790568870767,58.66856057549052,0.00014835557640688929,b/eI/l,_/_/b/e/l/_/_/,_/_/b/a/i/l/_/_/
bairn,26,0.057777777999999995,0.05,5.0990195135927845,1.2893924303386732e-05,b/@/rn,_/_/b/E/r/n/_/,_/_/b/a/i/r/n/_/
bait,3786,8.413333332999999,0.20512774950611642,61.53048025166064,0.00015559253158396602,b/eI/t,_/_/b/e/t/_/_/,_/_/b/a/i/t/_/_/
baize,63,0.14,0.05,7.937253933193772,2.0070986415827298e-05,b/eI/z,_/_/b/e/z/_/_/,_/_/b/a/i/z/e/_/
bake,8848,19.66222222,0.27705378391401747,94.06380813043877,0.00023785977254823094,b/eI/k,_/_/b/e/k/_/_/,_/_/b/a/k/e/_/_/
bald,3909,8.686666667,0.20774643329445408,62.52199612936234,0.00015809978432904993,b/O/ld,_/_/b/a/l/d/_/,_/_/b/a/l/d/_/_/
bale,858,1.9066666669999999,0.09761834282095518,29.29163703175362,7.40699559205243e-05,b/eI/l,_/_/b/e/l/_/_/,_/_/b/a/l/e/_/_/
balk,452,1.004444444,0.0636177375322017,21.2602916254693,5.376103977558151e-05,b/O/k,_/_/b/a/k/_/_/,_/_/b/a/l/k/_/_/
ball,40464,89.92,0.41260909679875796,201.15665537088253,0.0005086661623005014,b/O/l,_/_/b/a/l/_/_/,_/_/b/a/l/l/_/_/
balm,884,1.964444444,0.09941907335095922,29.732137494637012,7.518385234882474e-05,b/A/m,_/_/b/a/m/_/_/,_/_/b/a/l/m/_/_/
ban,11137,24.74888889,0.297188872983207,105.53198567259123,0.00026685942880216905,b/A/n,_/_/b/a/n/_/_/,_/_/b/a/n/_/_/_/
banc,100,0.222222222,0.05,10.0,2.5287066011445076e-05,b/&/N/k,_/_/b/@/G/k/_/,_/_/b/a/n/c/_/_/
band,28535,63.41111111,0.3810737424681072,168.92305940871424,0.00042715685541234153,b/&/nd,_/_/b/@/n/d/_/,_/_/b/a/n/d/_/_/
bane,546,1.213333333,0.07268719445455822,23.366642891095847,5.9087384125300455e-05,b/eI/n,_/_/b/e/n/_/_/,_/_/b/a/n/e/_/_/
bang,4936,10.96888889,0.2271016661480296,70.25667228100119,0.00017765851097141405,b/&/N/,_/_/b/@/G/_/_/,_/_/b/a/n/g/_/_/
bangs,1716,3.813333333,0.1437633303690246,41.42463035441596,0.00010475073622718279,b/&/N/z,_/_/b/@/G/z/_/,_/_/b/a/n/g/s/_/
bank,46389,103.0866667,0.4249822909115695,215.3810576629245,0.0005446355022737231,b/&/N/k,_/_/b/@/G/k/_/,_/_/b/a/n/k/_/_/
banks,23894,53.09777778,0.36510972122394875,154.57684173251826,0.00039087948007308877,b/&/N/ks,_/_/b/@/G/k/s/,_/_/b/a/n/k/s/_/
banns,19,0.042222222000000004,0.05,4.358898943540674,1.1022376532253123e-05,b/&/nz,_/_/b/@/n/z/_/,_/_/b/a/n/n/s/_/
bans,1207,2.682222222,0.11925612505255652,34.741905532080416,8.785208585531064e-05,b/&/nz,_/_/b/@/n/z/_/,_/_/b/a/n/s/_/_/
bar,35898,79.77333333,0.4017830350029716,189.46767534331548,0.00047910816134414633,b/A/r,_/_/b/a/r/_/_/,_/_/b/a/r/_/_/_/
barb,87,0.193333333,0.05,9.327379053088816,2.3586204982922696e-05,b/A/rb,_/_/b/a/r/b/_/,_/_/b/a/r/b/_/_/
barbed,1340,2.977777778,0.12631962902810134,36.60601043544625,9.256586022967767e-05,b/A/rbd,_/_/b/a/r/b/d/,_/_/b/a/r/b/e/d/
bard,887,1.971111111,0.09962458751059636,29.782545223670862,7.531131870598134e-05,b/A/rd,_/_/b/a/r/d/_/,_/_/b/a/r/d/_/_/
bare,10665,23.7,0.2933840483250705,103.27148686835103,0.0002611432905540076,b/@/r,_/_/b/E/r/_/_/,_/_/b/a/r/e/_/_/
barf,119,0.264444444,0.05,10.908712114635714,2.758493233426439e-05,b/&/f,_/_/b/@/r/f/_/,_/_/b/a/r/f/_/_/
barge,1353,3.0066666669999997,0.12698166594928167,36.78314831549904,9.30137899562799e-05,b/A/r/dZ/,_/_/b/a/r/J/_/,_/_/b/a/r/g/e/_/
bark,4102,9.115555556,0.21171006201164203,64.04685784642366,0.00016195571221881542,b/A/rk,_/_/b/a/r/k/_/,_/_/b/a/r/k/_/_/
barn,6802,15.11555556,0.25431699786333156,82.47423840206105,0.00020855315107165762,b/A/rn,_/_/b/a/r/n/_/,_/_/b/a/r/n/_/_/
baron,2720,6.044444444,0.17860648781276142,52.15361924162119,0.00013188120124986473,bAr/O/N,_/b/r/a/_/_/_/,_/_/b/a/r/o/n/_/
barque,32,0.07111111099999999,0.05,5.656854249492381,1.4304524682403743e-05,b/A/rk,_/_/b/a/r/k/_/,_/_/b/a/r/q/u/e/
barred,2813,6.251111111,0.1812519029506415,53.03772242470448,0.0001341168388050203,b/A/rd,_/_/b/a/r/d/_/,_/_/b/a/r/r/e/d/
base,42456,94.34666667,0.4169583794990145,206.04853797103246,0.0005210362981235246,b/eI/s,_/_/b/e/s/_/_/,_/_/b/a/s/e/_/_/
bash,1192,2.648888889,0.11842415803312793,34.52535300326414,8.730448804619837e-05,b/&/S/,_/_/b/@/S/_/_/,_/_/b/a/s/h/_/_/
bask,439,0.975555556,0.0622895800941081,20.952326839756964,5.2982287189030676e-05,b/&/sk,_/_/b/@/s/k/_/,_/_/b/a/s/k/_/_/
basque,910,2.022222222,0.1011850437558804,30.166206257996713,7.628148489608304e-05,b/&/sk,_/_/b/@/s/k/_/,_/_/b/a/s/q/u/e/
bass,8751,19.44666667,0.276094335499748,93.5467797414748,0.00023655235944807862,b/&/s,_/_/b/@/s/_/_/,_/_/b/a/s/s/_/_/
bast,22,0.048888889000000005,0.05,4.69041575982343,1.1860685293977738e-05,b/&/st,_/_/b/@/s/t/_/,_/_/b/a/s/t/_/_/
baste,271,0.6022222220000001,0.05,16.46207763315433,4.162776437951071e-05,b/eI/st,_/_/b/e/s/t/_/,_/_/b/a/s/t/e/_/
bat,6641,14.75777778,0.2522630079805676,81.49233092751734,0.00020607019515906584,b/&/t,_/_/b/@/t/_/_/,_/_/b/a/t/_/_/_/
batch,2597,5.771111111000001,0.17498593325519465,50.96076922496363,0.0001288648335385674,b/&/tS/,_/_/b/@/C/_/_/,_/_/b/a/t/c/h/_/
bath,6435,14.3,0.24956582778169087,80.21845174272562,0.0002028489284554224,b/&/T/,_/_/b/@/T/_/_/,_/_/b/a/t/h/_/_/
bathe,1004,2.231111111,0.10729952410839126,31.68595903550972,8.012449377668788e-05,b/eI/D/,_/_/b/e/D/_/_/,_/_/b/a/t/h/e/_/
baths,1826,4.057777778,0.14829540558659088,42.731721238442994,0.00010805598557391776,b/&/D/z,_/_/b/@/T/z/_/,_/_/b/a/t/h/s/_/
bats,3398,7.551111111,0.19633887191857494,58.29236656715869,0.00014740429213470958,b/&/ts,_/_/b/@/t/s/_/,_/_/b/a/t/s/_/_/
batt,99,0.22,0.05,9.9498743710662,2.5160313002673655e-05,b/&/t,_/_/b/@/t/_/_/,_/_/b/a/t/t/_/_/
baud,67,0.148888889,0.05,8.18535277187245,2.0698355586930358e-05,b/O/d,_/_/b/a/d/_/_/,_/_/b/a/u/d/_/_/
bawd,30,0.066666667,0.05,5.477225575051661,1.3850296467590658e-05,b/O/d,_/_/b/a/d/_/_/,_/_/b/a/w/d/_/_/
bawl,95,0.21111111100000002,0.05,9.746794344808963,2.4646783199716382e-05,b/O/l,_/_/b/a/l/_/_/,_/_/b/a/w/l/_/_/
bay,36297,80.66,0.40278184692819474,190.51771571168914,0.000481763405355121,b/eI/,_/_/b/e/_/_/_/,_/_/b/a/y/_/_/_/
be,2118716,4708.257778,0.7737402315687302,1000.0,0.002528706601144508,b/i/,_/_/b/i/_/_/_/,_/_/b/e/_/_/_/_/
beach,34003,75.56222222,0.3968844828200783,184.39902385858773,0.00046629102887581436,b/i/tS/,_/_/b/i/C/_/_/,_/_/b/e/a/c/h/_/
bead,1320,2.933333333,0.1252916630279655,36.3318042491699,9.187247323636599e-05,b/i/d,_/_/b/i/d/_/_/,_/_/b/e/a/d/_/_/
beak,1095,2.433333333,0.11285335237253606,33.090784215548595,8.367688448290622e-05,b/i/k,_/_/b/i/k/_/_/,_/_/b/e/a/k/_/_/
beaked,86,0.19111111100000003,0.05,9.273618495495704,2.3450260306055784e-05,b/i/kt,_/_/b/i/k/t/_/,_/_/b/e/a/k/e/d/
beam,6127,13.61555556,0.245378749298795,78.27515570089912,0.00019793490292647776,b/i/m,_/_/b/i/m/_/_/,_/_/b/e/a/m/_/_/
bean,5834,12.96444444,0.2412094581901682,76.38062581571324,0.00019314419269974268,b/i/n,_/_/b/i/n/_/_/,_/_/b/e/a/n/_/_/
bear,27053,60.11777778,0.37627214381835516,164.47796204963143,0.00041591650837769883,b/@/r,_/_/b/E/r/_/_/,_/_/b/e/a/r/_/_/
beard,5819,12.93111111,0.2409908139343941,76.28237017817419,0.000192895733020498,b/i/rd,_/_/b/i/r/d/_/,_/_/b/e/a/r/d/_/
beast,5284,11.74222222,0.23282976458281915,72.69112738154499,0.0001838145336543491,b/i/st,_/_/b/i/s/t/_/,_/_/b/e/a/s/t/_/
beat,40519,90.04222222,0.41273199999561766,201.29331831931233,0.0005090117428003277,b/i/t,_/_/b/i/t/_/_/,_/_/b/e/a/t/_/_/
beau,1459,3.242222222,0.1322081564444076,38.19685850956856,9.658864825612877e-05,b/oU/,_/_/b/o/_/_/_/,_/_/b/e/a/u/_/_/
beaus,43,0.095555556,0.05,6.557438524302,1.6581838083001766e-05,b/oU/z,_/_/b/o/z/_/_/,_/_/b/e/a/u/s/_/
beaut,51,0.11333333300000001,0.05,7.14142842854285,1.8058577208857353e-05,b/j/u/t,_/_/b/W/t/_/_/,_/_/b/e/a/u/t/_/
beaux,119,0.264444444,0.05,10.908712114635714,2.758493233426439e-05,b/oU/z,_/_/b/o/z/_/_/,_/_/b/e/a/u/x/_/
beck,194,0.431111111,0.05,13.92838827718412,3.522080737981926e-05,b/E/k,_/_/b/E/k/_/_/,_/_/b/e/c/k/_/_/
bed,60817,135.1488889,0.44954912466806035,246.61102976144437,0.000623606938872809,b/E/d,_/_/b/E/d/_/_/,_/_/b/e/d/_/_/_/
beds,8006,17.79111111,0.2683694606783583,89.47625383307015,0.00022625919371336604,b/E/dz,_/_/b/E/d/z/_/,_/_/b/e/d/s/_/_/
bee,3642,8.093333333,0.20196358363724673,60.34898507845845,0.00015260487694026927,b/i/,_/_/b/i/_/_/_/,_/_/b/e/e/_/_/_/
beech,634,1.408888889,0.08043311144122804,25.179356624028344,6.367120530775216e-05,b/i/tS/,_/_/b/i/C/_/_/,_/_/b/e/e/c/h/_/
beef,9843,21.87333333,0.28635488771415984,99.21189444819608,0.00025087777240320557,b/i/f,_/_/b/i/f/_/_/,_/_/b/e/e/f/_/_/
been,900765,2001.7,0.6955148683635424,949.0864028106187,0.0023999610518437068,b/I/n,_/_/b/E/n/_/_/,_/_/b/e/e/n/_/_/
beep,975,2.166666667,0.10545635493830399,31.22498999199199,7.895883831342134e-05,b/i/p,_/_/b/i/p/_/_/,_/_/b/e/e/p/_/_/
beer,19829,44.06444444,0.34839490337102147,140.81548210335396,0.00035608103913809745,b/i/r,_/_/b/i/r/_/_/,_/_/b/e/e/r/_/_/
beers,2765,6.1444444439999995,0.17989608174614863,52.583267300539625,0.00013296765513262068,b/i/rz,_/_/b/i/r/z/_/,_/_/b/e/e/r/s/_/
beet,754,1.675555556,0.09003856975495039,27.459060435491963,6.943590738445451e-05,b/i/t,_/_/b/i/t/_/_/,_/_/b/e/e/t/_/_/
beg,3225,7.166666667,0.19213038683977948,56.789083458002736,0.0001436029302131979,b/E/g,_/_/b/E/g/_/_/,_/_/b/e/g/_/_/_/
beige,1512,3.36,0.1347135388152343,38.88444419044716,9.832735070621894e-05,b/eI/Z/,_/_/b/e/B/_/_/,_/_/b/e/i/g/e/_/
belch,209,0.464444444,0.05,14.45683229480096,3.655708725550229e-05,b/E/l/tS/,_/_/b/E/l/C/_/,_/_/b/e/l/c/h/_/
bell,9238,20.52888889,0.2808129057822978,96.11451503285026,0.00024304540862937147,b/E/l,_/_/b/E/l/_/_/,_/_/b/e/l/l/_/_/
belle,401,0.891111111,0.058292916552492226,20.024984394500787,5.0637310226189894e-05,b/E/l,_/_/b/E/l/_/_/,_/_/b/e/l/l/e/_/
belt,12908,28.68444444,0.3102013660371038,113.61337949379025,0.00028729490270428345,b/E/lt,_/_/b/E/l/t/_/,_/_/b/e/l/t/_/_/
bench,11316,25.14666667,0.2985914058197644,106.3766891757776,0.0002689954361266863,b/E/n/tS/,_/_/b/E/n/C/_/,_/_/b/e/n/c/h/_/
bend,7952,17.67111111,0.26778334495216594,89.17398723843182,0.00022549485018019864,b/E/nd,_/_/b/E/n/d/_/,_/_/b/e/n/d/_/_/
bent,11461,25.46888889,0.2997119808294916,107.05606008068857,0.0002707133658185602,b/E/nt,_/_/b/E/n/t/_/,_/_/b/e/n/t/_/_/
berm,248,0.551111111,0.05,15.748015748023622,3.9822111376954994e-05,b/@/rm,_/_/b/^/r/m/_/,_/_/b/e/r/m/_/_/
berth,1515,3.366666667,0.13485332190570443,38.92300091205713,9.842484934267255e-05,b/@/r/T/,_/_/b/^/r/T/_/,_/_/b/e/r/t/h/_/
best,192300,427.33333330000005,0.5544083501990987,438.52023898561396,0.001108889023058389,b/E/st,_/_/b/E/s/t/_/,_/_/b/e/s/t/_/_/
bet,16265,36.14444444,0.33071216038267504,127.534309109353,0.0003224968493172251,b/E/t,_/_/b/E/t/_/_/,_/_/b/e/t/_/_/_/
bey,43,0.095555556,0.05,6.557438524302,1.6581838083001766e-05,b/eI/,_/_/b/e/_/_/_/,_/_/b/e/y/_/_/_/
bib,348,0.773333333,0.05240991442007574,18.65475810617763,4.717240996584539e-05,b/I/b,_/_/b/I/b/_/_/,_/_/b/i/b/_/_/_/
bid,9295,20.65555556,0.28134960435496287,96.41058033224361,0.00024379407090631728,b/I/d,_/_/b/I/d/_/_/,_/_/b/i/d/_/_/_/
bide,176,0.391111111,0.05,13.2664991614216,3.3547084003564876e-05,b/aI/d,_/_/b/Y/d/_/_/,_/_/b/i/d/e/_/_/
bier,144,0.32,0.05,12.0,3.0344479213734093e-05,b/i/r,_/_/b/i/r/_/_/,_/_/b/i/e/r/_/_/
biff,37,0.082222222,0.05,6.082762530298219,1.5381521763559577e-05,b/I/f,_/_/b/I/f/_/_/,_/_/b/i/f/f/_/_/
big,208010,462.2444444,0.5615767252638654,456.08113313313015,0.0011532953720112132,b/I/g,_/_/b/I/g/_/_/,_/_/b/i/g/_/_/_/
bight,59,0.131111111,0.05,7.681145747868608,1.9423363956988415e-05,b/aI/t,_/_/b/Y/t/_/_/,_/_/b/i/g/h/t/_/
bike,15667,34.81555556,0.32737907796464105,125.1678872554778,0.0003165128627542382,b/aI/k,_/_/b/Y/k/_/_/,_/_/b/i/k/e/_/_/
bile,693,1.54,0.08528183708771066,26.324893162176366,6.656793111361929e-05,b/aI/l,_/_/b/Y/l/_/_/,_/_/b/i/l/e/_/_/
bilge,235,0.522222222,0.05,15.329709716755891,3.876433815438973e-05,b/I/l/dZ/,_/_/b/I/l/J/_/,_/_/b/i/l/g/e/_/
bilk,38,0.08444444400000001,0.05,6.164414002968976,1.558799438149529e-05,b/I/lk,_/_/b/I/l/k/_/,_/_/b/i/l/k/_/_/
bill,47367,105.26,0.42687289387094934,217.63961036539283,0.0005503467194014874,b/I/l,_/_/b/I/l/_/_/,_/_/b/i/l/l/_/_/
bind,2366,5.257777778,0.1677730128788944,48.641546028061235,0.00012300019853103285,b/aI/nd,_/_/b/Y/n/d/_/,_/_/b/i/n/d/_/_/
binge,1320,2.933333333,0.1252916630279655,36.3318042491699,9.187247323636599e-05,b/I/n/dZ/,_/_/b/I/n/J/_/,_/_/b/i/n/g/e/_/
birch,1132,2.515555556,0.11501850389439099,33.645207682521445,8.507885876366988e-05,b/@/r/tS/,_/_/b/^/r/C/_/,_/_/b/i/r/c/h/_/
bird,18404,40.89777778,0.34172901606004225,135.66134305689297,0.0003430477337080949,b/@/rd,_/_/b/^/r/d/_/,_/_/b/i/r/d/_/_/
birth,26011,57.80222222,0.37273858969280665,161.2792609110049,0.0004078279316933655,b/@/r/T/,_/_/b/^/r/T/_/,_/_/b/i/r/t/h/_/
bis,420,0.933333333,0.06031307089889162,20.493901531919196,5.182306408696961e-05,b/I/s,_/_/b/I/s/_/_/,_/_/b/i/s/_/_/_/
bisque,241,0.535555556,0.05,15.524174696260024,3.925608303175326e-05,b/I/sk,_/_/b/I/s/k/_/,_/_/b/i/s/q/u/e/
bit,83091,184.6466667,0.47791920604557464,288.25509535826075,0.0007289125624459735,b/I/t,_/_/b/I/t/_/_/,_/_/b/i/t/_/_/_/
bitch,4786,10.63555556,0.22451757393379726,69.18092222571191,0.0001749382547054225,b/I/tS/,_/_/b/I/C/_/_/,_/_/b/i/t/c/h/_/
bite,9349,20.77555556,0.28185516771245606,96.6902270139025,0.00024450121531621624,b/aI/t,_/_/b/Y/t/_/_/,_/_/b/i/t/e/_/_/
biz,662,1.471111111,0.0827662654613796,25.729360660537214,6.506200414552826e-05,b/I/z,_/_/b/I/z/_/_/,_/_/b/i/z/_/_/_/
blab,72,0.16,0.05,8.48528137423857,2.145678702360561e-05,bl/&/b,_/b/l/@/b/_/_/,_/b/l/a/b/_/_/_/
black,171771,381.7133333,0.5441053843041491,414.45265109539355,0.0010480291546867632,bl/&/k,_/b/l/@/k/_/_/,_/b/l/a/c/k/_/_/
