wordform,sum_freq,norm_freq,log_freq,Moby_pron,Rep_P,Rep_O,sqrt_freq
basque,875,1.944444444,0.098799746,b/&/sk,_/_/b/@/s/k/_/,_/_/b/a/s/q/u/e/,29.58039892
basque,35,0.077777778,0.05,b/&/sk,_/_/b/@/s/k/_/,_/_/b/a/s/q/u/e/,5.916079783
blonde,3350,7.444444444,0.195190472,bl/A/nd,_/b/l/a/n/d/_/,_/b/l/o/n/d/e/_/,57.87918451
blonde,690,1.533333333,0.085041395,bl/A/nd,_/b/l/a/n/d/_/,_/b/l/o/n/d/e/_/,26.26785107
fro,573,1.273333333,0.075134271,fr/oU/,_/f/r/o/_/_/_/,_/f/r/o/_/_/_/_/,23.93741841
muck,1015,2.255555556,0.107989057,m/@/k,_/_/m/^/k/_/_/,_/_/m/u/c/k/_/_/,31.85906464
much,280652,623.6711111,0.588928934,m/@/tS/,_/_/m/^/C/_/_/,_/_/m/u/c/h/_/_/,529.7659861
much,144403,320.8955556,0.528272552,m/@/tS/,_/_/m/^/C/_/_/,_/_/m/u/c/h/_/_/,380.0039473
chink,298,0.662222222,0.05,/tS/I/N/k,_/_/C/I/G/k/_/,_/c/h/i/n/k/_/_/,17.2626765
chink,23,0.051111111,0.05,/tS/I/N/k,_/_/C/I/G/k/_/,_/c/h/i/n/k/_/_/,4.795831523
fries,2858,6.351111111,0.182504992,fr/aI/z,_/f/r/Y/z/_/_/,_/f/r/i/e/s/_/_/,53.46026562
fry,1512,3.36,0.134713539,fr/aI/,_/f/r/Y/_/_/_/,_/f/r/y/_/_/_/_/,38.88444419
fried,756,1.68,0.090190417,fr/aI/d,_/f/r/Y/d/_/_/,_/f/r/i/e/d/_/_/,27.49545417
fry,381,0.846666667,0.056117118,fr/aI/,_/f/r/Y/_/_/_/,_/f/r/y/_/_/_/_/,19.5192213
spit,2425,5.388888889,0.169670038,sp/I/t,_/s/p/I/t/_/_/,_/s/p/i/t/_/_/_/,49.24428901
spit,1322,2.937777778,0.125394981,sp/I/t,_/s/p/I/t/_/_/,_/s/p/i/t/_/_/_/,36.35931793
spat,1569,3.486666667,0.13733357,sp/&/t,_/s/p/@/t/_/_/,_/s/p/a/t/_/_/_/,39.61060464
barque,32,0.071111111,0.05,b/A/rk,_/_/b/a/r/k/_/,_/_/b/a/r/q/u/e/,5.656854249
spic,69,0.153333333,0.05,sp/I/k,_/s/p/I/k/_/_/,_/s/p/i/c/_/_/_/,8.306623863
spin,4938,10.97333333,0.227135632,sp/I/n,_/s/p/I/n/_/_/,_/s/p/i/n/_/_/_/,70.27090436
spin,3373,7.495555556,0.195742546,sp/I/n,_/s/p/I/n/_/_/,_/s/p/i/n/_/_/_/,58.07753438
spun,4186,9.302222222,0.213382941,sp/@/n,_/s/p/^/n/_/_/,_/s/p/u/n/_/_/_/,64.69930448
hone,612,1.36,0.078557243,h/oU/n,_/_/h/o/n/_/_/,_/_/h/o/n/e/_/_/,24.73863375
hone,62,0.137777778,0.05,h/oU/n,_/_/h/o/n/_/_/,_/_/h/o/n/e/_/_/,7.874007874
honk,248,0.551111111,0.05,h/A/N/k,_/_/h/a/G/k/_/,_/_/h/o/n/k/_/_/,15.74801575
honk,97,0.215555556,0.05,h/A/N/k,_/_/h/a/G/k/_/,_/_/h/o/n/k/_/_/,9.848857802
split,9858,21.90666667,0.286488116,spl/I/t,s/p/l/I/t/_/_/,s/p/l/i/t/_/_/_/,99.28746144
split,2954,6.564444444,0.185122229,spl/I/t,s/p/l/I/t/_/_/,s/p/l/i/t/_/_/_/,54.35071297
split,2854,6.342222222,0.182394299,spl/I/t,s/p/l/I/t/_/_/,s/p/l/i/t/_/_/_/,53.42284156
boiled,1031,2.291111111,0.108982826,b/Oi/ld,_/_/b/O/l/d/_/,_/_/b/o/i/l/e/d/,32.10918872
plaque,2257,5.015555556,0.164161393,pl/&/k,_/p/l/@/k/_/_/,_/p/l/a/q/u/e/_/,47.50789408
hah,612,1.36,0.078557243,h/A/,_/_/h/a/_/_/_/,_/_/h/a/h/_/_/_/,24.73863375
ham,3701,8.224444444,0.203273273,h/&/m,_/_/h/@/m/_/_/,_/_/h/a/m/_/_/_/,60.8358447
ham,88,0.195555556,0.05,h/&/m,_/_/h/@/m/_/_/,_/_/h/a/m/_/_/_/,9.38083152
hag,277,0.615555556,0.05,h/&/g,_/_/h/@/g/_/_/,_/_/h/a/g/_/_/_/,16.64331698
hay,3077,6.837777778,0.188369728,h/eI/,_/_/h/e/_/_/_/,_/_/h/a/y/_/_/_/,55.47071299
hat,16255,36.12222222,0.33065741,h/&/t,_/_/h/@/t/_/_/,_/_/h/a/t/_/_/_/,127.4950979
haw,104,0.231111111,0.05,h/O/,_/_/h/a/_/_/_/,_/_/h/a/w/_/_/_/,10.19803903
haw,45,0.1,0.05,h/O/,_/_/h/a/_/_/_/,_/_/h/a/w/_/_/_/,6.708203932
flub,36,0.08,0.05,fl/@/b,_/f/l/^/b/_/_/,_/f/l/u/b/_/_/_/,6
flub,20,0.044444444,0.05,fl/@/b,_/f/l/^/b/_/_/,_/f/l/u/b/_/_/_/,4.472135955
crowd,28888,64.19555556,0.382181218,kr/AU/d,_/k/r/A/d/_/_/,_/c/r/o/w/d/_/_/,169.9647022
crowd,1218,2.706666667,0.119861461,kr/AU/d,_/k/r/A/d/_/_/,_/c/r/o/w/d/_/_/,34.89985673
czech,3015,6.7,0.186747187,/tS/E/k,_/_/C/E/k/_/_/,_/c/z/e/c/h/_/_/,54.90901565
czech,53,0.117777778,0.05,/tS/E/k,_/_/C/E/k/_/_/,_/c/z/e/c/h/_/_/,7.280109889
crown,7943,17.65111111,0.267685293,kr/AU/n,_/k/r/A/n/_/_/,_/c/r/o/w/n/_/_/,89.12350981
crowned,1010,2.244444444,0.107676277,kr/AU/nd,_/k/r/A/n/d/_/,_/c/r/o/w/n/e/d/,31.78049716
crown,264,0.586666667,0.05,kr/AU/n,_/k/r/A/n/_/_/,_/c/r/o/w/n/_/_/,16.24807681
tame,932,2.071111111,0.102653154,t/eI/m,_/_/t/e/m/_/_/,_/_/t/a/m/e/_/_/,30.52867504
tame,666,1.48,0.083094769,t/eI/m,_/_/t/e/m/_/_/,_/_/t/a/m/e/_/_/,25.8069758
tamp,183,0.406666667,0.05,t/&/mp,_/_/t/@/m/p/_/,_/_/t/a/m/p/_/_/,13.52774926
smashed,596,1.324444444,0.077168404,sm/&/S/t,_/s/m/@/S/t/_/,_/s/m/a/s/h/e/d/,24.41311123
role,84951,188.78,0.479933798,r/oU/l,_/_/r/o/l/_/_/,_/_/r/o/l/e/_/_/,291.4635483
roll,12396,27.54666667,0.306625742,r/oU/l,_/_/r/o/l/_/_/,_/_/r/o/l/l/_/_/,111.3373253
roll,9655,21.45555556,0.284668425,r/oU/l,_/_/r/o/l/_/_/,_/_/r/o/l/l/_/_/,98.25985956
gown,4160,9.244444444,0.212868406,g/AU/n,_/_/g/A/n/_/_/,_/_/g/o/w/n/_/_/,64.49806199
chain,16876,37.50222222,0.333996739,/tS/eI/n,_/_/C/e/n/_/_/,_/c/h/a/i/n/_/_/,129.9076595
chain,247,0.548888889,0.05,/tS/eI/n,_/_/C/e/n/_/_/,_/c/h/a/i/n/_/_/,15.71623365
chair,37562,83.47111111,0.405878287,/tS/@/r,_/_/C/E/r/_/_/,_/c/h/a/i/r/_/_/,193.8091845
chair,458,1.017777778,0.06422429,/tS/@/r,_/_/C/^/r/_/_/,_/c/h/a/i/r/_/_/,21.40093456
jerk,1922,4.271111111,0.152075138,/dZ/@/rk,_/_/J/^/r/k/_/,_/_/j/e/r/k/_/_/,43.84062043
jerk,775,1.722222222,0.091620534,/dZ/@/rk,_/_/J/^/r/k/_/,_/_/j/e/r/k/_/_/,27.83882181
choice,50053,111.2288889,0.431872852,/tS/Oi/s,_/_/C/O/s/_/_/,_/c/h/o/i/c/e/_/,223.725278
choice,289,0.642222222,0.05,/tS/Oi/s,_/_/C/O/s/_/_/,_/c/h/o/i/c/e/_/,17
boost,5438,12.08444444,0.235254473,b/u/st,_/_/b/u/s/t/_/,_/_/b/o/o/s/t/_/,73.74279626
boost,3846,8.546666667,0.206414522,b/u/st,_/_/b/u/s/t/_/,_/_/b/o/o/s/t/_/,62.01612693
ref,637,1.415555556,0.080685957,r/E/f,_/_/r/E/f/_/_/,_/_/r/e/f/_/_/_/,25.23885893
fledged,77,0.171111111,0.05,fl/E/dZ/d,_/f/l/E/J/d/_/,_/f/l/e/d/g/e/d/,8.774964387
fledge,40,0.088888889,0.05,fl/E/dZ/,_/f/l/E/J/_/_/,_/f/l/e/d/g/e/_/,6.32455532
queue,675,1.5,0.083829616,k/j/u/,_/_/k/W/_/_/_/,_/_/q/u/e/u/e/_/,25.98076211
queue,131,0.291111111,0.05,k/j/u/,_/_/k/W/_/_/_/,_/_/q/u/e/u/e/_/,11.44552314
wane,335,0.744444444,0.050907235,w/eI/n,_/_/w/e/n/_/_/,_/_/w/a/n/e/_/_/,18.30300522
wane,194,0.431111111,0.05,w/eI/n,_/_/w/e/n/_/_/,_/_/w/a/n/e/_/_/,13.92838828
ounce,2508,5.573333333,0.17227385,/AU/ns,_/_/_/A/n/s/_/,_/_/_/o/u/n/c/e/,50.0799361
mange,65,0.144444444,0.05,m/eI/n/dZ/,_/_/m/e/n/J/_/,_/_/m/a/n/g/e/_/,8.062257748
yearn,648,1.44,0.081607126,/j/@/rn,_/_/j/^/r/n/_/,_/_/y/e/a/r/n/_/,25.45584412
jig,884,1.964444444,0.099419073,/dZ/I/g,_/_/J/I/g/_/_/,_/_/j/i/g/_/_/_/,29.73213749
jig,50,0.111111111,0.05,/dZ/I/g,_/_/J/I/g/_/_/,_/_/j/i/g/_/_/_/,7.071067812
jib,128,0.284444444,0.05,/dZ/I/b,_/_/J/I/b/_/_/,_/_/j/i/b/_/_/_/,11.3137085
aft,758,1.684444444,0.090342013,/&/ft,_/_/_/@/f/t/_/,_/_/_/a/f/t/_/_/,27.5317998
aft,694,1.542222222,0.085361844,/&/ft,_/_/_/@/f/t/_/,_/_/_/a/f/t/_/_/,26.34387974
plunk,255,0.566666667,0.05,pl/@/N/k,_/p/l/^/G/k/_/,_/p/l/u/n/k/_/_/,15.96871942
troll,1017,2.26,0.10811387,tr/oU/l,_/t/r/o/l/_/_/,_/t/r/o/l/l/_/_/,31.89043744
byte,370,0.822222222,0.054897999,b/aI/t,_/_/b/Y/t/_/_/,_/_/b/y/t/e/_/_/,19.23538406
one,878532,1952.293333,0.69322955,w/@/n,_/_/w/^/n/_/_/,_/_/_/o/n/e/_/_/,937.3003787
one,422033,937.8511111,0.626204042,w/@/n,_/_/w/^/n/_/_/,_/_/_/o/n/e/_/_/,649.6406699
one,83,0.184444444,0.05,w/@/n,_/_/w/^/n/_/_/,_/_/_/o/n/e/_/_/,9.110433579
veldt,65,0.144444444,0.05,v/E/lt,_/_/v/E/l/t/_/,_/_/v/e/l/d/t/_/,8.062257748
shawl,1029,2.286666667,0.108859194,/S/O/l,_/_/S/a/l/_/_/,_/s/h/a/w/l/_/_/,32.07802986
snatch,918,2.04,0.101721632,sn/&/tS/,_/s/n/@/C/_/_/,_/s/n/a/t/c/h/_/,30.29851482
snatch,166,0.368888889,0.05,sn/&/t/S/,_/s/n/@/t/S/_/,_/s/n/a/t/c/h/_/,12.88409873
zoo,4940,10.97777778,0.227169586,z/u/,_/_/z/u/_/_/_/,_/_/z/o/o/_/_/_/,70.28513356
tike,101,0.224444444,0.05,t/aI/k,_/_/t/Y/k/_/_/,_/_/t/i/k/e/_/_/,10.04987562
pluck,815,1.811111111,0.094560161,pl/@/k,_/p/l/^/k/_/_/,_/p/l/u/c/k/_/_/,28.54820485
pluck,78,0.173333333,0.05,pl/@/k,_/p/l/^/k/_/_/,_/p/l/u/c/k/_/_/,8.831760866
west,67220,149.3777778,0.458643178,w/E/st,_/_/w/E/s/t/_/,_/_/w/e/s/t/_/_/,259.2682009
world,337070,749.0444444,0.605662747,w/@/rld,_/_/w/^/r/l/d/,_/_/w/o/r/l/d/_/,580.5772989
gleam,939,2.086666667,0.103115383,gl/i/m,_/g/l/i/m/_/_/,_/g/l/e/a/m/_/_/,30.64310689
gleam,225,0.5,0.05,gl/i/m,_/g/l/i/m/_/_/,_/g/l/e/a/m/_/_/,15
glean,420,0.933333333,0.060313071,gl/i/n,_/g/l/i/n/_/_/,_/g/l/e/a/n/_/_/,20.49390153
with,3095076,6877.946667,0.808408262,w/I/D/,_/_/w/I/D/_/_/,_/_/w/i/t/h/_/_/,1000
pull,28636,63.63555556,0.381391984,p/U/l,_/_/p/U/l/_/_/,_/_/p/u/l/l/_/_/,169.221748
pull,2553,5.673333333,0.173655175,p/U/l,_/_/p/U/l/_/_/,_/_/p/u/l/l/_/_/,50.52722039
rush,8084,17.96444444,0.269209498,r/@/S/,_/_/r/^/S/_/_/,_/_/r/u/s/h/_/_/,89.91106717
rush,4608,10.24,0.221353306,r/@/S/,_/_/r/^/S/_/_/,_/_/r/u/s/h/_/_/,67.88225099
tripe,145,0.322222222,0.05,tr/aI/p,_/t/r/Y/p/_/_/,_/t/r/i/p/e/_/_/,12.04159458
ruse,572,1.271111111,0.075044796,r/u/z,_/_/r/u/z/_/_/,_/_/r/u/s/e/_/_/,23.91652149
pulp,2069,4.597777778,0.157576176,p/@/lp,_/_/p/^/l/p/_/,_/_/p/u/l/p/_/_/,45.48626166
pulp,60,0.133333333,0.05,p/@/lp,_/_/p/^/l/p/_/,_/_/p/u/l/p/_/_/,7.745966692
rust,1590,3.533333333,0.13828024,r/@/st,_/_/r/^/s/t/_/,_/_/r/u/s/t/_/_/,39.87480407
rust,501,1.113333333,0.068457411,r/@/st,_/_/r/^/s/t/_/,_/_/r/u/s/t/_/_/,22.38302929
creak,397,0.882222222,0.057861877,kr/i/k,_/k/r/i/k/_/_/,_/c/r/e/a/k/_/_/,19.92485885
creak,251,0.557777778,0.05,kr/i/k,_/k/r/i/k/_/_/,_/c/r/e/a/k/_/_/,15.84297952
cream,21395,47.54444444,0.355200348,kr/i/m,_/k/r/i/m/_/_/,_/c/r/e/a/m/_/_/,146.2702977
cream,376,0.835555556,0.055564986,kr/i/m,_/k/r/i/m/_/_/,_/c/r/e/a/m/_/_/,19.39071943
cream,75,0.166666667,0.05,kr/i/m,_/k/r/i/m/_/_/,_/c/r/e/a/m/_/_/,8.660254038
thorn,665,1.477777778,0.083012753,/T/O/rn,_/_/T/a/r/n/_/,_/t/h/o/r/n/_/_/,25.78759392
norm,4565,10.14444444,0.220572206,n/O/rm,_/_/n/o/r/m/_/,_/_/n/o/r/m/_/_/,67.56478373
sand,16618,36.92888889,0.332624154,s/&/nd,_/_/s/@/n/d/_/,_/_/s/a/n/d/_/_/,128.9108219
sand,111,0.246666667,0.05,s/&/nd,_/_/s/@/n/d/_/,_/_/s/a/n/d/_/_/,10.53565375
sane,1709,3.797777778,0.143467184,s/eI/n,_/_/s/e/n/_/_/,_/_/s/a/n/e/_/_/,41.34005322
small,177437,394.3044444,0.54706685,sm/O/l,_/s/m/a/l/_/_/,_/s/m/a/l/l/_/_/,421.2327148
small,275,0.611111111,0.05,sm/O/l,_/s/m/a/l/_/_/,_/s/m/a/l/l/_/_/,16.58312395
past,65563,145.6955556,0.456375075,p/&/st,_/_/p/@/s/t/_/,_/_/p/a/s/t/_/_/,256.0527289
past,44415,98.7,0.421042981,p/&/st,_/_/p/@/s/t/_/,_/_/p/a/s/t/_/_/,210.7486655
past,32456,72.12444444,0.392681426,p/&/st,_/_/p/@/s/t/_/,_/_/p/a/s/t/_/_/,180.1554884
past,9167,20.37111111,0.280139953,p/&/st,_/_/p/@/s/t/_/,_/_/p/a/s/t/_/_/,95.74445154
pass,31909,70.90888889,0.391147829,p/&/s,_/_/p/@/s/_/_/,_/_/p/a/s/s/_/_/,178.6309044
passed,48682,108.1822222,0.429354902,p/&/st,_/_/p/@/s/t/_/,_/_/p/a/s/s/e/d/,220.6399782
pass,12779,28.39777778,0.30931356,p/&/s,_/_/p/@/s/_/_/,_/_/p/a/s/s/_/_/,113.0442391
clock,12461,27.69111111,0.307087499,kl/A/k,_/k/l/a/k/_/_/,_/c/l/o/c/k/_/_/,111.6288493
clock,216,0.48,0.05,kl/A/k,_/k/l/a/k/_/_/,_/c/l/o/c/k/_/_/,14.69693846
corked,47,0.104444444,0.05,k/O/rkt,_/_/k/o/r/k/t/,_/_/c/o/r/k/e/d/,6.8556546
full,87329,194.0644444,0.482446469,f/U/l,_/_/f/U/l/_/_/,_/_/f/u/l/l/_/_/,295.514805
full,3468,7.706666667,0.197988198,f/U/l,_/_/f/U/l/_/_/,_/_/f/u/l/l/_/_/,58.88972746
hash,648,1.44,0.081607126,h/&/S/,_/_/h/@/S/_/_/,_/_/h/a/s/h/_/_/,25.45584412
hash,307,0.682222222,0.05,h/&/S/,_/_/h/@/S/_/_/,_/_/h/a/s/h/_/_/,17.52141547
hasp,39,0.086666667,0.05,h/&/sp,_/_/h/@/s/p/_/,_/_/h/a/s/p/_/_/,6.244997998
suave,418,0.928888889,0.060102512,sw/A/v,_/s/w/a/v/_/_/,_/_/s/u/a/v/e/_/,20.4450483
plink,40,0.088888889,0.05,pl/I/N/k,_/p/l/I/G/k/_/,_/p/l/i/n/k/_/_/,6.32455532
plink,36,0.08,0.05,pl/I/N/k,_/p/l/I/G/k/_/,_/p/l/i/n/k/_/_/,6
morn,543,1.206666667,0.072411212,m/O/rn,_/_/m/o/r/n/_/,_/_/m/o/r/n/_/_/,23.3023604
more,486372,1080.826667,0.639172407,m/oU/r,_/_/m/o/r/_/_/,_/_/m/o/r/e/_/_/,697.4037568
more,594493,1321.095556,0.657521888,m/oU/r,_/_/m/o/r/_/_/,_/_/m/o/r/e/_/_/,771.0337217
door,118911,264.2466667,0.510563499,d/oU/r,_/_/d/o/r/_/_/,_/_/d/o/o/r/_/_/,344.834743
doom,2081,4.624444444,0.158010972,d/u/m,_/_/d/u/m/_/_/,_/_/d/o/o/m/_/_/,45.61797891
dooms,78,0.173333333,0.05,d/u/mz,_/_/d/u/m/z/_/,_/_/d/o/o/m/s/_/,8.831760866
learn,60581,134.6244444,0.449196033,l/@/rn,_/_/l/^/r/n/_/,_/_/l/e/a/r/n/_/,246.1320784
learnt,288,0.64,0.05,l/@/rnt,_/_/l/^/r/n/t/,_/_/l/e/a/r/n/t/,16.97056275
grope,231,0.513333333,0.05,gr/oU/p,_/g/r/o/p/_/_/,_/g/r/o/p/e/_/_/,15.19868415
grope,42,0.093333333,0.05,gr/oU/p,_/g/r/o/p/_/_/,_/g/r/o/p/e/_/_/,6.480740698
sikh,430,0.955555556,0.06135866,s/i/k,_/_/s/i/k/_/_/,_/_/s/i/k/h/_/_/,20.73644135
huge,49767,110.5933333,0.43135328,h/j/u/dZ/,_/_/h/W/J/_/_/,_/_/h/u/g/e/_/_/,223.0851855
sauce,17977,39.94888889,0.339633198,s/O/s,_/_/s/a/s/_/_/,_/_/s/a/u/c/e/_/,134.0783353
swipe,529,1.175555556,0.071112172,sw/aI/p,_/s/w/Y/p/_/_/,_/s/w/i/p/e/_/_/,23
swipe,304,0.675555556,0.05,sw/aI/p,_/s/w/Y/p/_/_/,_/s/w/i/p/e/_/_/,17.43559577
swipes,171,0.38,0.05,sw/aI/ps,_/s/w/Y/p/s/_/,_/s/w/i/p/e/s/_/,13.07669683
swipes,144,0.32,0.05,sw/aI/ps,_/s/w/Y/p/s/_/,_/s/w/i/p/e/s/_/,12
saint,2817,6.26,0.181363986,s/eI/nt,_/_/s/e/n/t/_/,_/_/s/a/i/n/t/_/,53.07541804
waft,142,0.315555556,0.05,w/&/ft,_/_/w/a/f/t/_/,_/_/w/a/f/t/_/_/,11.91637529
waft,80,0.177777778,0.05,w/&/ft,_/_/w/@/f/t/_/,_/_/w/a/f/t/_/_/,8.94427191
blond,6319,14.04222222,0.248011285,bl/A/nd,_/b/l/a/n/d/_/,_/b/l/o/n/d/_/_/,79.49213798
blond,342,0.76,0.051719436,bl/A/nd,_/b/l/a/n/d/_/,_/b/l/o/n/d/_/_/,18.49324201
sell,35251,78.33555556,0.400139866,s/E/l,_/_/s/E/l/_/_/,_/_/s/e/l/l/_/_/,187.7524967
sold,35122,78.04888889,0.39980869,s/oU/ld,_/_/s/o/l/d/_/,_/_/s/o/l/d/_/_/,187.4086444
sell,559,1.242222222,0.073873589,s/E/l,_/_/s/E/l/_/_/,_/_/s/e/l/l/_/_/,23.64318084
self,16991,37.75777778,0.334601978,s/E/lf,_/_/s/E/l/f/_/,_/_/s/e/l/f/_/_/,130.3495301
selves,1647,3.66,0.140801461,s/E/lvz,_/_/s/E/l/v/z/,_/_/s/e/l/v/e/s/,40.58324778
self,112,0.248888889,0.05,s/E/lf,_/_/s/E/l/f/_/,_/_/s/e/l/f/_/_/,10.58300524
kraal,31,0.068888889,0.05,kr/A/l,_/k/r/a/l/_/_/,_/k/r/a/a/l/_/_/,5.567764363
seize,3010,6.688888889,0.186615074,s/i/z,_/_/s/i/z/_/_/,_/_/s/e/i/z/e/_/,54.8634669
