wordform,sum_freq,norm_freq,log_freq,Moby_pron,Rep_P,Rep_O,sqrt_freq
crowd,30106.0,66.90222222222222,0.3859027185205419,kr/AU/d,_/k/r/A/d/_/_/,_/c/r/o/w/d/_/_/,173.51080657987848
czech,3068.0,6.817777777777778,0.1881359758092799,/tS/E/k,_/_/C/E/k/_/_/,_/c/z/e/c/h/_/_/,55.389529696504916
crown,8207.0,18.23777777777778,0.2705186964432591,kr/AU/n,_/k/r/A/n/_/_/,_/c/r/o/w/n/_/_/,90.59249417032296
crowned,1136.0,2.5244444444444443,0.11524953433474819,kr/AU/nd,_/k/r/A/n/d/_/,_/c/r/o/w/n/e/d/,33.704599092705436
tame,1598.0,3.551111111111111,0.13863831462895618,t/eI/m,_/_/t/e/m/_/_/,_/_/t/a/m/e/_/_/,39.97499218261337
tamp,183.0,0.4066666666666667,0.05,t/&/mp,_/_/t/@/m/p/_/,_/_/t/a/m/p/_/_/,13.527749258468683
smashed,2985.0,6.633333333333334,0.18595163363229839,sm/&/S/t,_/s/m/@/S/t/_/,_/s/m/a/s/h/e/d/,54.63515351859094
role,84951.0,188.78,0.4799337977265958,r/oU/l,_/_/r/o/l/_/_/,_/_/r/o/l/e/_/_/,291.4635483212266
roll,22051.0,49.00222222222222,0.3579072672303997,r/oU/l,_/_/r/o/l/_/_/,_/_/r/o/l/l/_/_/,148.49579118614776
gown,4160.0,9.244444444444444,0.21286840636155263,g/AU/n,_/_/g/A/n/_/_/,_/_/g/o/w/n/_/_/,64.4980619863884
chain,17123.0,38.05111111111111,0.3352917860967267,/tS/eI/n,_/_/C/e/n/_/_/,_/c/h/a/i/n/_/_/,130.85488145269935
chair,38020.0,84.4888888888889,0.4069740221654432,/tS/@/r,_/_/C/E/r/_/_/,_/c/h/a/i/r/_/_/,194.98717906570164
jerk,2697.0,5.993333333333333,0.17794027488951267,/dZ/@/rk,_/_/J/^/r/k/_/,_/_/j/e/r/k/_/_/,51.93264869039514
choice,50342.0,111.8711111111111,0.4323948939949257,/tS/Oi/s,_/_/C/O/s/_/_/,_/c/h/o/i/c/e/_/,224.37022975430585
boost,9284.0,20.63111111111111,0.2812462758058963,b/u/st,_/_/b/u/s/t/_/,_/_/b/o/o/s/t/_/,96.35351576356723
ref,637.0,1.4155555555555555,0.08068595731976275,r/E/f,_/_/r/E/f/_/_/,_/_/r/e/f/_/_/_/,25.238858928247925
fledged,129.0,0.2866666666666667,0.05,fl/E/dZ/d,_/f/l/E/J/d/_/,_/f/l/e/d/g/e/d/,11.357816691600547
fledge,40.0,0.08888888888888889,0.05,fl/E/dZ/,_/f/l/E/J/_/_/,_/f/l/e/d/g/e/_/,6.324555320336759
queue,806.0,1.791111111111111,0.09390693177055884,k/j/u/,_/_/k/W/_/_/_/,_/_/q/u/e/u/e/_/,28.39013913315678
wane,529.0,1.1755555555555555,0.07111217210018812,w/eI/n,_/_/w/e/n/_/_/,_/_/w/a/n/e/_/_/,23.0
ounce,2508.0,5.573333333333333,0.17227385026176342,/AU/ns,_/_/_/A/n/s/_/,_/_/_/o/u/n/c/e/,50.07993610219566
mange,65.0,0.14444444444444443,0.05,m/eI/n/dZ/,_/_/m/e/n/J/_/,_/_/m/a/n/g/e/_/,8.06225774829855
yearn,648.0,1.44,0.08160712584686174,/j/@/rn,_/_/j/^/r/n/_/,_/_/y/e/a/r/n/_/,25.45584412271571
jig,934.0,2.0755555555555554,0.10278545793211684,/dZ/I/g,_/_/J/I/g/_/_/,_/_/j/i/g/_/_/_/,30.56141357987225
jib,128.0,0.28444444444444444,0.05,/dZ/I/b,_/_/J/I/b/_/_/,_/_/j/i/b/_/_/_/,11.313708498984761
aft,1452.0,3.2266666666666666,0.13187206786739988,/&/ft,_/_/_/@/f/t/_/,_/_/_/a/f/t/_/_/,38.1051177665153
plunk,255.0,0.5666666666666667,0.05,pl/@/N/k,_/p/l/^/G/k/_/,_/p/l/u/n/k/_/_/,15.968719422671311
troll,1017.0,2.26,0.10811386987470162,tr/oU/l,_/t/r/o/l/_/_/,_/t/r/o/l/l/_/_/,31.89043743820395
byte,370.0,0.8222222222222222,0.05489799883665132,b/aI/t,_/_/b/Y/t/_/_/,_/_/b/y/t/e/_/_/,19.235384061671343
one,1300648.0,2890.3288888888887,0.7291110908977291,w/@/n,_/_/w/^/n/_/_/,_/_/_/o/n/e/_/_/,1000.0
veldt,65.0,0.14444444444444443,0.05,v/E/lt,_/_/v/E/l/t/_/,_/_/v/e/l/d/t/_/,8.06225774829855
shawl,1029.0,2.2866666666666666,0.10885919383671228,/S/O/l,_/_/S/a/l/_/_/,_/s/h/a/w/l/_/_/,32.07802986469088
snatch,1084.0,2.408888888888889,0.11219965157247154,sn/&/tS/,_/s/n/@/C/_/_/,_/s/n/a/t/c/h/_/,32.92415526630866
zoo,4940.0,10.977777777777778,0.22716958597216155,z/u/,_/_/z/u/_/_/_/,_/_/z/o/o/_/_/_/,70.28513356322232
tike,101.0,0.22444444444444445,0.05,t/aI/k,_/_/t/Y/k/_/_/,_/_/t/i/k/e/_/_/,10.04987562112089
pluck,893.0,1.9844444444444445,0.10003423600595007,pl/@/k,_/p/l/^/k/_/_/,_/p/l/u/c/k/_/_/,29.88310559496787
west,67220.0,149.37777777777777,0.4586431782000321,w/E/st,_/_/w/E/s/t/_/,_/_/w/e/s/t/_/_/,259.268200904006
world,337070.0,749.0444444444445,0.6056627473488332,w/@/rld,_/_/w/^/r/l/d/,_/_/w/o/r/l/d/_/,580.5772989017053
gleam,1164.0,2.5866666666666664,0.11685061537752664,gl/i/m,_/g/l/i/m/_/_/,_/g/l/e/a/m/_/_/,34.11744421846396
glean,420.0,0.9333333333333333,0.060313070914665416,gl/i/n,_/g/l/i/n/_/_/,_/g/l/e/a/n/_/_/,20.493901531919196
with,3095076.0,6877.946666666667,0.8084082616393627,w/I/D/,_/_/w/I/D/_/_/,_/_/w/i/t/h/_/_/,1000.0
pull,31189.0,69.30888888888889,0.3890891975381515,p/U/l,_/_/p/U/l/_/_/,_/_/p/u/l/l/_/_/,176.60407696313243
rush,12692.0,28.204444444444444,0.30870990583290275,r/@/S/,_/_/r/^/S/_/_/,_/_/r/u/s/h/_/_/,112.6587768440613
tripe,145.0,0.32222222222222224,0.05,tr/aI/p,_/t/r/Y/p/_/_/,_/t/r/i/p/e/_/_/,12.041594578792296
ruse,572.0,1.271111111111111,0.07504479595662397,r/u/z,_/_/r/u/z/_/_/,_/_/r/u/s/e/_/_/,23.916521486202797
pulp,2129.0,4.731111111111111,0.15972977936198565,p/@/lp,_/_/p/^/l/p/_/,_/_/p/u/l/p/_/_/,46.14108798023731
rust,2091.0,4.6466666666666665,0.15837172927236032,r/@/st,_/_/r/^/s/t/_/,_/_/r/u/s/t/_/_/,45.727453460694704
creak,648.0,1.44,0.08160712584686174,kr/i/k,_/k/r/i/k/_/_/,_/c/r/e/a/k/_/_/,25.45584412271571
cream,21846.0,48.54666666666667,0.357069926647665,kr/i/m,_/k/r/i/m/_/_/,_/c/r/e/a/m/_/_/,147.8039241698271
thorn,665.0,1.4777777777777779,0.08301275329401121,/T/O/rn,_/_/T/a/r/n/_/,_/t/h/o/r/n/_/_/,25.787593916455254
norm,4565.0,10.144444444444444,0.22057220590889923,n/O/rm,_/_/n/o/r/m/_/,_/_/n/o/r/m/_/_/,67.56478372643548
sand,16729.0,37.175555555555555,0.3332172107837628,s/&/nd,_/_/s/@/n/d/_/,_/_/s/a/n/d/_/_/,129.34063553268942
sane,1709.0,3.7977777777777777,0.14346718395612032,s/eI/n,_/_/s/e/n/_/_/,_/_/s/a/n/e/_/_/,41.340053217188775
small,177712.0,394.91555555555556,0.5472081739233898,sm/O/l,_/s/m/a/l/_/_/,_/s/m/a/l/l/_/_/,421.5590112902344
past,151601.0,336.8911111111111,0.532709404916551,p/&/st,_/_/p/@/s/t/_/,_/_/p/a/s/t/_/_/,389.35973084026034
pass,44688.0,99.30666666666667,0.4215979915242761,p/&/s,_/_/p/@/s/_/_/,_/_/p/a/s/s/_/_/,211.39536418758098
passed,48742.0,108.31555555555556,0.42946655918871823,p/&/st,_/_/p/@/s/t/_/,_/_/p/a/s/s/e/d/,220.7759044823506
clock,12677.0,28.17111111111111,0.3086054237205792,kl/A/k,_/k/l/a/k/_/_/,_/c/l/o/c/k/_/_/,112.5921844534513
corked,84.0,0.18666666666666668,0.05,k/O/rkt,_/_/k/o/r/k/t/,_/_/c/o/r/k/e/d/,9.16515138991168
full,90797.0,201.7711111111111,0.485991429760545,f/U/l,_/_/f/U/l/_/_/,_/_/f/u/l/l/_/_/,301.3254055004324
hash,955.0,2.1222222222222222,0.10416321664605231,h/&/S/,_/_/h/@/S/_/_/,_/_/h/a/s/h/_/_/,30.903074280724887
hasp,39.0,0.08666666666666667,0.05,h/&/sp,_/_/h/@/s/p/_/,_/_/h/a/s/p/_/_/,6.244997998398398
suave,418.0,0.9288888888888889,0.06010251153439482,sw/A/v,_/s/w/a/v/_/_/,_/_/s/u/a/v/e/_/,20.445048300260872
plink,76.0,0.1688888888888889,0.05,pl/I/N/k,_/p/l/I/G/k/_/,_/p/l/i/n/k/_/_/,8.717797887081348
morn,543.0,1.2066666666666668,0.07241121232739764,m/O/rn,_/_/m/o/r/n/_/,_/_/m/o/r/n/_/_/,23.302360395462088
more,1080865.0,2401.9222222222224,0.712183006678755,m/oU/r,_/_/m/o/r/_/_/,_/_/m/o/r/e/_/_/,1000.0
door,118911.0,264.24666666666667,0.5105634990792328,d/oU/r,_/_/d/o/r/_/_/,_/_/d/o/o/r/_/_/,344.83474302917915
doom,2081.0,4.624444444444444,0.15801097166632838,d/u/m,_/_/d/u/m/_/_/,_/_/d/o/o/m/_/_/,45.617978911828175
dooms,78.0,0.17333333333333334,0.05,d/u/mz,_/_/d/u/m/z/_/,_/_/d/o/o/m/s/_/,8.831760866327848
learn,60581.0,134.62444444444444,0.4491960330770587,l/@/rn,_/_/l/^/r/n/_/,_/_/l/e/a/r/n/_/,246.13207836444238
learnt,288.0,0.64,0.05,l/@/rnt,_/_/l/^/r/n/t/,_/_/l/e/a/r/n/t/,16.97056274847714
grope,273.0,0.6066666666666667,0.05,gr/oU/p,_/g/r/o/p/_/_/,_/g/r/o/p/e/_/_/,16.522711641858304
sikh,430.0,0.9555555555555556,0.06135865955639658,s/i/k,_/_/s/i/k/_/_/,_/_/s/i/k/h/_/_/,20.73644135332772
huge,49767.0,110.59333333333333,0.4313532803923412,h/j/u/dZ/,_/_/h/W/J/_/_/,_/_/h/u/g/e/_/_/,223.08518552337804
sauce,17977.0,39.94888888888889,0.33963319841073447,s/O/s,_/_/s/a/s/_/_/,_/_/s/a/u/c/e/_/,134.07833531186162
swipe,833.0,1.8511111111111112,0.09585279187161215,sw/aI/p,_/s/w/Y/p/_/_/,_/s/w/i/p/e/_/_/,28.861739379323623
swipes,315.0,0.7,0.05,sw/aI/ps,_/s/w/Y/p/s/_/,_/s/w/i/p/e/s/_/,17.74823934929885
saint,2817.0,6.26,0.18136398628654513,s/eI/nt,_/_/s/e/n/t/_/,_/_/s/a/i/n/t/_/,53.075418038862395
waft,222.0,0.49333333333333335,0.05,w/&/ft,_/_/w/a/f/t/_/,_/_/w/a/f/t/_/_/,14.89966442575134
blond,6661.0,14.802222222222222,0.2525206845507471,bl/A/nd,_/b/l/a/n/d/_/,_/b/l/o/n/d/_/_/,81.61494961096282
sell,35810.0,79.57777777777778,0.40156127021905613,s/E/l,_/_/s/E/l/_/_/,_/_/s/e/l/l/_/_/,189.2353032602532
sold,35357.0,78.57111111111111,0.40041110122248563,s/oU/ld,_/_/s/o/l/d/_/,_/_/s/o/l/d/_/_/,188.03457128943072
self,17103.0,38.00666666666667,0.33518760341696735,s/E/lf,_/_/s/E/l/f/_/,_/_/s/e/l/f/_/_/,130.77843858985318
selves,1647.0,3.66,0.14080146123893633,s/E/lvz,_/_/s/E/l/v/z/,_/_/s/e/l/v/e/s/,40.58324777540605
kraal,31.0,0.06888888888888889,0.05,kr/A/l,_/k/r/a/l/_/_/,_/k/r/a/a/l/_/_/,5.5677643628300215
seize,3010.0,6.688888888888889,0.18661507388802137,s/i/z,_/_/s/i/z/_/_/,_/_/s/e/i/z/e/_/,54.86346689738081
barred,2813.0,6.251111111111111,0.1812519029520434,b/A/rd,_/_/b/a/r/d/_/,_/_/b/a/r/r/e/d/,53.03772242470448
twill,172.0,0.38222222222222224,0.05,tw/I/l,_/t/w/I/l/_/_/,_/t/w/i/l/l/_/_/,13.114877048604
thrive,3165.0,7.033333333333333,0.19062437735064527,/T/r/aI/v,_/T/r/Y/v/_/_/,t/h/r/i/v/e/_/_/,56.25833271614081
lass,455.0,1.011111111111111,0.06392151650456361,l/&/s,_/_/l/@/s/_/_/,_/_/l/a/s/s/_/_/,21.330729007701542
last,356871.0,793.0466666666666,0.6108784577420481,l/&/st,_/_/l/@/s/t/_/,_/_/l/a/s/t/_/_/,597.3868093622423
lashed,1109.0,2.4644444444444447,0.11367863642149512,l/&/S/t,_/_/l/@/S/t/_/,_/_/l/a/s/h/e/d/,33.301651610693426
lash,926.0,2.057777777777778,0.1022550911694473,l/&/S/,_/_/l/@/S/_/_/,_/_/l/a/s/h/_/_/,30.430248109405877
bell,9238.0,20.52888888888889,0.28081290577757606,b/E/l,_/_/b/E/l/_/_/,_/_/b/e/l/l/_/_/,96.11451503285026
belt,12908.0,28.684444444444445,0.3102013660508016,b/E/lt,_/_/b/E/l/t/_/,_/_/b/e/l/t/_/_/,113.61337949379025
vow,1575.0,3.5,0.13760504843459287,v/AU/,_/_/v/A/_/_/_/,_/_/v/o/w/_/_/_/,39.68626966596886
salve,376.0,0.8355555555555556,0.05556498607040029,s/&/v,_/_/s/@/v/_/_/,_/_/s/a/l/v/e/_/,19.390719429665317
reap,1654.0,3.6755555555555555,0.1411063489633378,r/i/p,_/_/r/i/p/_/_/,_/_/r/e/a/p/_/_/,40.66939881532551
spine,5080.0,11.28888888888889,0.2295155609293624,sp/aI/n,_/s/p/Y/n/_/_/,_/s/p/i/n/e/_/_/,71.27411872482185
bounce,3339.0,7.42,0.19492525400656188,b/AU/ns,_/_/b/A/n/s/_/,_/_/b/o/u/n/c/e/,57.784080852774665
cupped,1226.0,2.7244444444444444,0.12029920398166533,k/@/pt,_/_/k/^/p/t/_/,_/_/c/u/p/p/e/d/,35.014282800023196
span,4956.0,11.013333333333334,0.22744076219246845,sp/&/n,_/s/p/@/n/_/_/,_/s/p/a/n/_/_/_/,70.39886362719217
spam,1191.0,2.6466666666666665,0.11836842363303864,sp/&/m,_/s/p/@/m/_/_/,_/s/p/a/m/_/_/_/,34.51086785347479
sock,1692.0,3.76,0.14274395481160157,s/A/k,_/_/s/a/k/_/_/,_/_/s/o/c/k/_/_/,41.13392760240627
spay,66.0,0.14666666666666667,0.05,sp/eI/,_/s/p/e/_/_/_/,_/s/p/a/y/_/_/_/,8.12403840463596
spar,243.0,0.54,0.05,sp/A/r,_/s/p/a/r/_/_/,_/s/p/a/r/_/_/_/,15.588457268119896
haunt,1824.0,4.053333333333334,0.14821497655730848,h/O/nt,_/_/h/a/n/t/_/,_/_/h/a/u/n/t/_/,42.708313008125245
chap,750.0,1.6666666666666667,0.08973411684533145,/tS/&/p,_/_/C/@/p/_/_/,_/c/h/a/p/_/_/_/,27.386127875258307
chaps,377.0,0.8377777777777777,0.05567567938135606,/tS/&/ps,_/_/C/@/p/s/_/,_/c/h/a/p/s/_/_/,19.4164878389476
chaw,45.0,0.1,0.05,/tS/O/,_/_/C/a/_/_/_/,_/c/h/a/w/_/_/_/,6.708203932499369
chat,5015.0,11.144444444444444,0.22843383469900846,/tS/&/t,_/_/C/@/t/_/_/,_/c/h/a/t/_/_/_/,70.81666470542086
lane,10432.0,23.182222222222222,0.2914458291411708,l/eI/n,_/_/l/e/n/_/_/,_/_/l/a/n/e/_/_/,102.13716267842963
land,73345.0,162.98888888888888,0.466570433917636,l/&/nd,_/_/l/@/n/d/_/,_/_/l/a/n/d/_/_/,270.8228203087768
lank,164.0,0.36444444444444446,0.05,l/&/N/k,_/_/l/@/G/k/_/,_/_/l/a/n/k/_/_/,12.806248474865697
crease,617.0,1.3711111111111112,0.07898696679781587,kr/i/s,_/k/r/i/s/_/_/,_/c/r/e/a/s/e/_/,24.839484696748443
crook,1352.0,3.0044444444444443,0.12693090976264643,kr/U/k,_/k/r/U/k/_/_/,_/c/r/o/o/k/_/_/,36.76955262170047
lube,381.0,0.8466666666666667,0.05611711816467514,l/u/b,_/_/l/u/b/_/_/,_/_/l/u/b/e/_/_/,19.519221295943137
next,234819.0,521.82,0.5726451610450629,n/E/kst,_/_/n/E/k/s/t/,_/_/n/e/x/t/_/_/,484.58126253498494
babe,3260.0,7.2444444444444445,0.19299757826100764,b/eI/b,_/_/b/e/b/_/_/,_/_/b/a/b/e/_/_/,57.09640969448079
wedge,2936.0,6.524444444444445,0.18463716665573338,w/E/dZ/,_/_/w/E/J/_/_/,_/_/w/e/d/g/e/_/,54.18486873657626
wedged,1190.0,2.6444444444444444,0.11831265526170247,w/E/dZ/d,_/_/w/E/J/d/_/,_/_/w/e/d/g/e/d/,34.49637662132068
lock,9464.0,21.031111111111112,0.2829226095386943,l/A/k,_/_/l/a/k/_/_/,_/_/l/o/c/k/_/_/,97.28309205612247
chow,139.0,0.3088888888888889,0.05,/tS/AU/,_/_/C/A/_/_/_/,_/c/h/o/w/_/_/_/,11.789826122551595
thigh,3572.0,7.937777777777778,0.20038499857518727,/T/aI/,_/_/T/Y/_/_/_/,_/t/h/i/g/h/_/_/,59.76621118993574
mute,1709.0,3.7977777777777777,0.14346718395612032,m/j/u/t,_/_/m/W/t/_/_/,_/_/m/u/t/e/_/_/,41.340053217188775
mutt,568.0,1.2622222222222221,0.07468601898567656,m/@/t,_/_/m/^/t/_/_/,_/_/m/u/t/t/_/_/,23.83275057562597
snake,6126.0,13.613333333333333,0.2453648379183521,sn/eI/k,_/s/n/e/k/_/_/,_/s/n/a/k/e/_/_/,78.26876771739798
scorch,228.0,0.5066666666666667,0.05,sk/O/r/tS/,_/s/k/a/r/C/_/,_/s/c/o/r/c/h/_/,15.0996688705415
bump,3373.0,7.495555555555556,0.19574254592411672,b/@/mp,_/_/b/^/m/p/_/,_/_/b/u/m/p/_/_/,58.077534382926416
could,711592.0,1581.3155555555556,0.6739596568770063,k/U/d,_/_/k/U/d/_/_/,_/_/c/o/u/l/d/_/,843.5591265584173
length,18818.0,41.81777777777778,0.3437161901478727,l/E/N/k/T/,_/_/l/E/G/k/T/,_/_/l/e/n/g/t/h/,137.17871555019022
scene,44596.0,99.10222222222222,0.42141133092214217,s/i/n,_/_/s/i/n/_/_/,_/s/c/e/n/e/_/_/,211.17765033260503
